IRO_INSTITUTION,PERSON_UID,ID_NUMBER,AGE,CITIZENSHIP_DESC,ETHNICITY,ETHNICITY_DESC,IS_WHITE,GENDER,IS_NON_BINARY,HAWAIIAN_IRO,DEGREE,DEPARTMENT,EDLVL_IRO,FT_PT_STAT,MAJOR_IRO,MAJOR_DESC_IRO,PROGRAM,PROGRAM_DESC
MAN,2000531,26517456,22,US Citizen,CA,Caucasian or White,1,M,1,N,BA,ACM,SR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1991646,26425926,24,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BS,ENGR,SR,FT,PREN,Pre-Engineering,PREN-BS(40),Pre-Engineering-BS
HIL,1894049,25446339,19,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,CSCI,JR,FT,CSCI,Computer Science,BS-CSCI1,Computer Science-BS
MAN,1872772,25235684,20,US Citizen,FI,Filipino,0,F,1,N,BS,CHEM,SR,FT,CHEM,Chemistry,CHEM-BS,Chemistry-BS
MAN,1895756,25463451,20,US Citizen,MA,Mixed Asian,0,M,1,N,BS,MBBE,SR,FT,MBB,Molecular Biosciences &Biotech,MBB-BS,MolecularBioscience&Biotech-BS
MAN,1888255,25390108,20,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,SLSC,JR,FT,MCB,Molecular & Cell Biology,MCB-BS,Molecular & Cell Biology-BS
HIL,2054473,27067788,29,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,MARE,SR,FT,MARE,Marine Science,BS-MARE1,Marine Science-BS
MAN,1764218,24157829,23,US Citizen,FI,Filipino,0,M,1,N,BS,CEE,SR,PT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1782581,24340114,19,US Citizen,FI,Filipino,0,F,1,N,BA,SLSC,JR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1792412,24436682,22,US Citizen,FI,Filipino,0,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1763843,24154089,22,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1769405,24209118,23,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
WOA,1816964,24679775,21,Resident Alien,FI,Filipino,0,F,1,N,BA,ACMW,SR,FT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,1828762,24798273,21,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BA,ACM,SR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1712637,23623063,24,US Citizen,KO,Korean,0,M,1,N,BA,ICS,SR,PT,ICS,Information & Computer Science,ICS-BA,Information & Computer Sci-BA
MAN,1717618,23679612,24,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,PT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1731686,23830678,23,US Citizen,CA,Caucasian or White,1,M,1,N,BS,SLSC,SR,PT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1963369,26139540,19,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,EE,JR,FT,CENG,Computer Engineering,CENG-BS,Computer Engineering-BS
MAN,1855472,25063639,21,US Citizen,VI,Vietnamese,0,M,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,25089,11919574,51,US Citizen,AA,African American or Black,0,M,1,N,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,27072,11078991,60,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BA,ACM,SR,PT,CM,Creative Media,CM-BA,Creative Media-BA
WOA,1059930,16548289,51,US Citizen,CA,Caucasian or White,1,F,1,N,BA,ACMW,SR,FT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,904908,15868833,33,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1048564,16492761,34,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BA,ACM,SR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1410341,19893006,31,US Citizen,MA,Mixed Asian,0,F,1,N,BS,CHEM,SR,FT,CHEM,Chemistry,CHEM-BS,Chemistry-BS
HIL,1464367,20989486,28,US Citizen,CA,Caucasian or White,1,F,1,N,BS,GEOL,JR,PT,GEOL,Geology,BS-GEOL1,Geology-BS
MAN,1496680,21330902,27,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,PA,SR,FT,PHYS,Physics,PHYS-BS,Physics-BS
MAN,1702310,23507351,23,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ME,SR,PT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1649209,22943883,24,US Citizen,MA,Mixed Asian,0,F,1,N,BA,ACM,JR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1680169,23276526,37,US Citizen,CA,Caucasian or White,1,M,1,N,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1701261,23496601,26,US Citizen,CA,Caucasian or White,1,M,1,N,BS,HNFA,SR,FT,ANSC,Animal Sciences,ANSC-BS,Animal Sciences-BS
WOA,1914841,25651135,20,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BA,ACMW,JR,FT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,1908155,25665150,21,Resident Alien,FI,Filipino,0,F,1,N,BS,EE,JR,FT,CENG,Computer Engineering,CENG-BS,Computer Engineering-BS
MAN,1896968,25475738,34,US Citizen,CH,Chinese,0,F,1,N,BA,PA,SR,PT,ASTR,Astronomy,ASTR-BA,Astronomy-BA
HIL,1901938,25525525,44,US Citizen,CA,Caucasian or White,1,M,1,N,BA,MARE,SR,FT,MARE,Marine Science,BA-MARE1,Marine Science-BA
HIL,1909654,25600497,20,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,SOCS,JR,FT,ENSC,Environmental Science,BS-ENSC,Environmental Science-BS
MAN,1940356,25903602,21,US Citizen,CH,Chinese,0,M,1,N,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1938451,25884626,25,US Citizen,GC,Guamanian or Chamorro,0,M,1,N,BS,EE,JR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1939426,25894174,19,US Citizen,MA,Mixed Asian,0,F,1,N,BS,EE,JR,FT,CENG,Computer Engineering,CENG-BS,Computer Engineering-BS
MAN,2075282,27274339,20,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,MBBE,SR,FT,BENG,Biological Engineering,BENG-BS,Biological Engineering-BS
HIL,2081062,27326116,20,US National or CFAS Citizen,SA,Samoan,0,F,1,N,BS,MARE,JR,FT,MARE,Marine Science,BS-MARE1,Marine Science-BS
HIL,2102596,27546098,23,US National or CFAS Citizen,SA,Samoan,0,M,1,N,BS,BIOL,JR,FT,BIOL,Biology,BS-BIOL-BMD1,"Biology-Cell,Moleclr&Biomed-BS"
MAN,2072945,27251167,18,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,SLSC,JR,FT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,2100062,27518794,21,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,SLSC,JR,FT,MB,Marine Biology,MB-BS,Marine Biology-BS
HIL,1995341,26463950,20,US Citizen,MC,Micronesian (not GC),0,F,1,N,BA,MARE,JR,FT,MARE,Marine Science,BA-MARE1,Marine Science-BA
MAN,1989934,26408328,20,US Citizen,CA,Caucasian or White,1,F,1,N,BA,SLSC,SR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1893864,25448182,23,US Citizen,CA,Caucasian or White,1,F,1,N,BS,CHEM,JR,FT,BIOC,Biochemistry,BIOC-BS,Biochemistry-BS
MAN,1876301,25273638,21,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ME,SR,PT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1879978,25307923,19,US Citizen,KO,Korean,0,M,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1870267,25213501,22,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,CHEM,SR,FT,CHEM,Chemistry,CHEM-BS,Chemistry-BS
MAN,2042487,26945637,22,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BA,ACM,SR,FT,CM,Creative Media,CM-BA,Creative Media-BA
HIL,1944386,25942619,21,US Citizen,FI,Filipino,0,M,1,N,BS,CSCI,JR,FT,CSCI,Computer Science,BS-CSCI1,Computer Science-BS
MAN,1035425,16393450,33,US Citizen,JP,Japanese,0,M,1,N,BS,MATH,SR,PT,MATH,Mathematics,MATH-BS,Mathematics-BS
MAN,1027299,16338066,34,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1277866,17519663,31,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1433208,20473730,42,US Citizen,AA,African American or Black,0,F,1,N,BS,PA,SR,PT,ASTP,Astrophysics,ASTP-BS,Astrophysics-BS
MAN,1554613,21944797,23,US Citizen,FI,Filipino,0,F,1,N,BA,SLSC,SR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1644360,22890454,25,Resident Alien,MA,Mixed Asian,0,M,1,N,BS,ENGR,JR,FT,PREN,Pre-Engineering,PREN-BS(40),Pre-Engineering-BS
MAN,1678355,23258014,22,Resident Alien,JP,Japanese,0,F,1,N,BS,MBBE,SR,FT,MBB,Molecular Biosciences &Biotech,MBB-BS,MolecularBioscience&Biotech-BS
MAN,1678644,23260873,29,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,OEST,JR,PT,GES,Global Environmental Science,GES-BS,Global Environmental Sci-BS
MAN,1706162,23551458,21,US Citizen,FI,Filipino,0,M,1,N,BS,ICS,SR,PT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1705288,23541572,24,US Citizen,KO,Korean,0,M,1,N,BS,CEE,JR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
WOA,1703003,23514894,23,US Citizen,MA,Mixed Asian,0,F,1,N,BA,ACMW,SR,PT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,1727104,23784530,22,US Citizen,JP,Japanese,0,F,1,N,BS,MEDT,SR,FT,MEDT,Medical Technology,MEDT-BS,Medical Technology-BS
HIL,1727874,23792699,21,US Citizen,CA,Caucasian or White,1,M,1,N,BA,MATH,SR,FT,MATH,Mathematics,BA-MATH1,Mathematics-BA
MAN,1748398,23997763,23,US Citizen,KO,Korean,0,M,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1748769,24001369,23,US Citizen,CH,Chinese,0,F,1,N,BS,SLSC,SR,FT,MICR,Microbiology,MICR-BS,Microbiology-BS
MAN,1765689,24172409,25,US Citizen,JP,Japanese,0,F,1,N,BS,ICS,JR,PT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1764315,24158823,22,US Citizen,JP,Japanese,0,M,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1783502,24349351,20,US Citizen,MA,Mixed Asian,0,M,1,N,BA,SLSC,SR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1783191,24346223,21,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BA,ICS,JR,FT,ICS,Information & Computer Science,ICS-BA,Information & Computer Sci-BA
MAN,1797936,24489595,22,US Citizen,KO,Korean,0,M,1,N,BA,SLSC,SR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1798118,24491646,20,US Citizen,FI,Filipino,0,F,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1811454,24624573,22,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1824879,24759600,19,US Citizen,JP,Japanese,0,M,1,N,BA,ACM,JR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1824883,24759646,19,US Citizen,KO,Korean,0,F,1,N,BS,CHEM,SR,FT,BIOC,Biochemistry,BIOC-BS,Biochemistry-BS
MAN,1839159,24901340,21,US Citizen,MA,Mixed Asian,0,N,0,N,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1849726,25006914,21,US Citizen,JP,Japanese,0,M,1,N,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1849489,25004507,21,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,HNFA,JR,FT,ANSC,Animal Sciences,ANSC-BS,Animal Sciences-BS
MAN,1861988,25127983,33,US Citizen,AA,African American or Black,0,M,1,N,BS,TPSS,SR,FT,TAE,Trop Agriculture & Environment,TAE-BS,Trop Ag & the Environment-BS
MAN,1861031,25119015,20,US Citizen,MA,Mixed Asian,0,M,1,N,BS,SLSC,SR,FT,MCB,Molecular & Cell Biology,MCB-BS,Molecular & Cell Biology-BS
MAN,1861156,25119392,20,Resident Alien,CH,Chinese,0,M,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1875461,25262639,20,US Citizen,JP,Japanese,0,F,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1874469,25253156,20,US Citizen,KO,Korean,0,F,1,N,BA,CHEM,JR,FT,BIOC,Biochemistry,BIOC-BA,Biochemistry-BA
MAN,1874477,25253239,21,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1874794,25256278,20,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,HNFA,JR,FT,ANSC,Animal Sciences,ANSC-BS,Animal Sciences-BS
MAN,1884744,25355551,19,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BA,ICS,JR,FT,ICS,Information & Computer Science,ICS-BA,Information & Computer Sci-BA
MAN,1885582,25363637,24,US Citizen,CA,Caucasian or White,1,M,1,N,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1884468,25352964,21,US Citizen,CH,Chinese,0,M,1,N,BS,TPSS,JR,FT,TAE,Trop Agriculture & Environment,TAE-BS,Trop Ag & the Environment-BS
MAN,1884611,25354360,20,US Citizen,MA,Mixed Asian,0,M,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1896616,25472220,20,US Citizen,JP,Japanese,0,F,1,N,BS,EE,JR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1896782,25473863,20,US Citizen,JP,Japanese,0,F,1,N,BS,HNFA,JR,FT,ANSC,Animal Sciences,ANSC-BS,Animal Sciences-BS
MAN,1896254,25468483,19,US Citizen,KO,Korean,0,N,0,N,BS,ENGR,JR,FT,PREN,Pre-Engineering,PREN-BS(40),Pre-Engineering-BS
MAN,1896366,25469643,20,Resident Alien,CH,Chinese,0,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1896378,25469761,20,US Citizen,KO,Korean,0,M,1,N,BS,EE,JR,FT,CENG,Computer Engineering,CENG-BS,Computer Engineering-BS
MAN,1896393,25469945,20,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,EE,JR,FT,CENG,Computer Engineering,CENG-BS,Computer Engineering-BS
MAN,1904045,25546609,20,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,CEE,JR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
WOA,1913133,25634259,20,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BA,ACMW,JR,FT,CM,Creative Media,BA-CM-COMN,BA-Creative Media-COMN
MAN,1913167,25634585,21,US Citizen,AA,African American or Black,0,M,1,N,BA,SLSC,JR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1911997,25623104,20,US Citizen,HS,Hispanic,0,F,1,N,BS,OEST,SR,FT,GES,Global Environmental Science,GES-BS,Global Environmental Sci-BS
HIL,1912417,25627214,23,US Citizen,CA,Caucasian or White,1,M,1,N,BS,MARE,SR,FT,MARE,Marine Science,BS-MARE1,Marine Science-BS
HIL,1923390,25733703,20,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BA,BIOL,JR,FT,BIOL,Biology,BA-BIOL1,Biology-BA
WOA,1923627,25736009,19,US Citizen,FI,Filipino,0,M,1,N,BA,ACMW,JR,FT,CM,Creative Media,BA-CM-VGD,BA-Creative Media-VGD
HIL,1943155,25930355,24,US Citizen,AI,Amer Indian or Alaskan Native,0,M,1,N,BS,BIOL,SR,FT,BIOL,Biology,BS-BIOL-EEC1,"Biology-Ecology,Evolutn,Con-BS"
MAN,2029713,26809976,24,US Citizen,CA,Caucasian or White,1,N,0,N,BS,HNFA,SR,FT,FSHN,Food Science & Human Nutrition,FSHN-BS,Food Sci & Human Nutrition-BS
MAN,2070141,27223024,21,US Citizen,HS,Hispanic,0,F,1,N,BS,HNFA,JR,FT,ANSC,Animal Sciences,ANSC-BS,Animal Sciences-BS
MAN,212994,10246156,43,US Citizen,JP,Japanese,0,F,1,N,BA,SLSC,SR,PT,BOT,Botany,BOT-BA,Botany-BA
MAN,1673858,23210668,22,Resident Alien,FI,Filipino,0,F,1,N,BS,CHEM,SR,PT,CHEM,Chemistry,CHEM-BS,Chemistry-BS
MAN,1700225,23485661,21,US Citizen,MA,Mixed Asian,0,F,1,N,BS,TPSS,SR,FT,TAE,Trop Agriculture & Environment,TAE-BS,Trop Ag & the Environment-BS
MAN,1702044,23504364,20,US Citizen,FI,Filipino,0,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1726680,23780064,23,US Citizen,CA,Caucasian or White,1,F,1,N,BA,SLSC,SR,FT,BIOL,Biology,BIOL-BA,Biology-BA
MAN,1744554,23958674,22,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ICS,SR,PT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1744307,23956184,23,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,SLSC,JR,PT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1763884,24154498,24,Resident Alien,CH,Chinese,0,F,1,N,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1781896,24333551,22,US Citizen,HW,Native Hawaiian or Part-Hawn,0,F,1,Y,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1781132,24326120,19,US Citizen,FI,Filipino,0,F,1,N,BS,CHEM,JR,FT,BIOC,Biochemistry,BIOC-BS,Biochemistry-BS
MAN,1781489,24329532,21,US Citizen,CH,Chinese,0,M,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1796394,24474381,21,Resident Alien,FI,Filipino,0,F,1,N,BA,ACM,SR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1794391,24455069,22,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BA,ACM,SR,FT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1794884,24459795,21,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1795009,24460887,21,US Citizen,FI,Filipino,0,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1809911,24608918,24,US Citizen,HS,Hispanic,0,M,1,N,BS,ERTH,SR,FT,ESCI,Earth Science,ESCI-BS,Earth Science-BS
MAN,1810932,24619218,38,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,SLSC,SR,PT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1810967,24619566,21,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,SLSC,SR,FT,MB,Marine Biology,MB-BS,Marine Biology-BS
WOA,1811051,24620457,22,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BA,ACMW,JR,PT,CM,Creative Media,BA-CM-COMN,BA-Creative Media-COMN
MAN,1810196,24611760,24,US Citizen,CA,Caucasian or White,1,F,1,N,BS,BIOL,SR,PT,BIOL,Biology,BIOL-BS,Biology-BS
HIL,1808815,24597215,20,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BS,CSCI,JR,FT,CSCI,Computer Science,BS-CSCI1,Computer Science-BS
MAN,1822788,24739553,20,Non-Citizen,KO,Korean,0,F,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1823491,24745590,22,US Citizen,MX,Mixed Race (2 or more),0,F,1,Y,BS,EE,JR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1822281,24733471,19,Resident Alien,CH,Chinese,0,M,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1822496,24735522,20,US Citizen,JP,Japanese,0,M,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1822619,24736740,21,US Citizen,MA,Mixed Asian,0,F,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1838287,24893209,21,US Citizen,CA,Caucasian or White,1,M,1,N,BS,ICS,JR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1838841,24898922,21,US Citizen,CA,Caucasian or White,1,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
HIL,1838788,24898359,19,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,BIOL,JR,FT,BIOL,Biology,BS-BIOL-BMD1,"Biology-Cell,Moleclr&Biomed-BS"
MAN,1847411,24983833,21,US Citizen,VI,Vietnamese,0,F,1,N,BS,ICS,SR,FT,CSCI,Computer Science,CSCI-BS,Computer Science-BS
MAN,1847097,24991372,22,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,ME,SR,PT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
WOA,1847376,24984082,21,US Citizen,FI,Filipino,0,M,1,N,BA,ACMW,JR,PT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,1859830,25106403,22,Non-Citizen,VI,Vietnamese,0,M,1,N,BS,SLSC,JR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1861005,25118932,21,US Citizen,JP,Japanese,0,M,1,N,BS,SLSC,SR,PT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1858691,25117772,21,US Citizen,CA,Caucasian or White,1,F,1,N,BS,SLSC,SR,FT,MB,Marine Biology,MB-BS,Marine Biology-BS
MAN,1858776,25095941,20,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BA,ERTH,JR,FT,EES,Environmental Earth Science,EES-BA,Environmental Earth Science-BA
MAN,1859021,25098276,19,US Citizen,MA,Mixed Asian,0,M,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
HIL,1874031,25248282,21,US Citizen,AI,Amer Indian or Alaskan Native,0,M,1,N,BS,NATS,SR,PT,BIOL,Biology,BS-BIOL-BMD5,"BS-BIOL-Cell,Moleclr&BiomedSci"
MAN,1872772,25235684,20,US Citizen,FI,Filipino,0,F,1,N,BS,CHEM,JR,FT,CHEM,Chemistry,CHEM-BS,Chemistry-BS
MAN,1895988,25465792,20,US Citizen,JP,Japanese,0,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
WOA,1896053,25466461,20,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BA,ACMW,JR,FT,CM,Creative Media,BA-CM-COMN,BA-Creative Media-COMN
MAN,1895756,25463451,19,US Citizen,MA,Mixed Asian,0,M,1,N,BS,MBBE,JR,FT,MBB,Molecular Biosciences &Biotech,MBB-BS,MolecularBioscience&Biotech-BS
MAN,1895772,25463617,20,US Citizen,CH,Chinese,0,F,1,N,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1902531,25531388,22,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BS,SLSC,SR,FT,BIOL,Biology,BIOL-BS,Biology-BS
MAN,1949408,25992936,22,Non-Citizen,KO,Korean,0,F,1,N,BA,ACM,JR,FT,CM,Creative Media,CM-BA,Creative Media-BA
HIL,187180,11658375,36,US Citizen,JP,Japanese,0,M,1,N,BA,NATS,SR,FT,MATH,Mathematics,BA-MATH,Mathematics-BA
MAN,1343395,18173994,29,US Citizen,FI,Filipino,0,M,1,N,BS,ME,SR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1543691,21834703,23,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,CEE,SR,FT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1539271,21787659,25,US Citizen,JP,Japanese,0,M,1,N,BS,EE,SR,PT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
WOA,1592023,22336551,25,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BA,ACMW,SR,PT,CM,Creative Media,BA-CM-GCM,BA-Creative Media-GCM
MAN,1590857,22324016,26,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,SLSC,SR,FT,MICR,Microbiology,MICR-BS,Microbiology-BS
HIL,1587337,22285859,24,US Citizen,MX,Mixed Race (2 or more),0,M,1,N,BA,BIOL,JR,FT,BIOL,Biology,BA-BIOL1,Biology-BA
MAN,1634492,22787963,21,US Citizen,FI,Filipino,0,M,1,N,BS,EE,JR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1669269,23157052,24,US Citizen,MX,Mixed Race (2 or more),0,F,1,Y,BS,CEE,JR,PT,CE,Civil Engineering,CE-BS,Civil Engineering-BS
MAN,1669465,22977184,25,US Citizen,HW,Native Hawaiian or Part-Hawn,0,M,1,Y,BS,EE,SR,FT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1722940,23740372,21,Resident Alien,KO,Korean,0,M,1,N,BS,CHEM,SR,PT,BIOC,Biochemistry,BIOC-BS,Biochemistry-BS
MAN,1723035,23741584,22,US Citizen,FI,Filipino,0,M,1,N,BS,EE,JR,PT,EE,Electrical Engineering,EE-BS,Electrical Engineering-BS
MAN,1741743,23929810,26,US Citizen,CA,Caucasian or White,1,F,1,N,BA,ACM,SR,PT,CM,Creative Media,CM-BA,Creative Media-BA
MAN,1740541,23918092,19,US Citizen,MA,Mixed Asian,0,M,1,N,BS,ME,JR,FT,ME,Mechanical Engineering,ME-BS,Mechanical Engineering-BS
MAN,1762692,24142325,20,US Citizen,MX,Mixed Race (2 or more),0,F,1,N,BA,SLSC,SR,FT,BIOL,Biology,BIOL-BA,Biology-BA
